Country	Country Cod	Series	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
Luxembourg	LUX	Political Stability and Absence of Violence/Terrorism: Estimate	1.639529586	1.441612601	1.315856695	1.332352638	1.400937438	1.482909203	1.51231277	1.450532794	1.461218596	1.317426801	1.331918836	1.335248113	1.378323793	1.439398408	1.407010794
Luxembourg	LUX	Control of Corruption: Estimate	2.063324928	1.692840934	1.844499111	1.656579494	1.882663846	1.971466184	1.971971512	1.973333359	2.046461344	2.159843683	2.122711658	2.123356342	2.073182344	2.096661568	2.076301575
Luxembourg	LUX	Government Effectiveness: Estimate	2.038897276	1.920923233	1.898920655	1.777104616	1.571361542	1.592555285	1.625626564	1.747320056	1.721773505	1.748484015	1.672071934	1.629902482	1.65443325	1.724363685	1.692127109
Luxembourg	LUX	Regulatory Quality: Estimate	1.916083455	1.82114172	1.79473865	1.639679432	1.6749686	1.736400366	1.657929778	1.646159291	1.676335216	1.8654809	1.767416954	1.78054738	1.63089633	1.658028603	1.722259402
Luxembourg	LUX	Rule of Law: Estimate	1.90442431	1.866144419	1.865489483	1.830680132	1.699837685	1.765278339	1.801214099	1.827186227	1.85144341	1.833190441	1.7989043	1.816298723	1.906487703	1.874665856	1.714603901
"Macao SAR, China"	MAC	Political Stability and Absence of Violence/Terrorism: Estimate	0.548116386	1.122223496	1.352570653	1.28555572	0.973284423	0.456859827	0.477436393	0.605487645	0.573578119	0.607760489	0.628785551	0.757722914	1.206168532	1.202256441	1.415109158
"Macao SAR, China"	MAC	Control of Corruption: Estimate	-0.059413556	0.888943553	1.419769406	0.515915632	0.351690024	0.454558045	0.439987004	0.164959148	0.41730839	0.440656275	0.425076306	0.553384542	0.848661423	0.611759305	0.833075345
"Macao SAR, China"	MAC	Government Effectiveness: Estimate	0.884188294	1.410648108	1.202666879	1.292861938	1.027619243	0.997715175	1.021443725	1.349698663	1.355443716	1.331899881	1.093719959	1.064193606	1.468456149	1.450260043	1.177957296
"Macao SAR, China"	MAC	Regulatory Quality: Estimate	0.735908449	1.203429103	1.593319535	1.113491058	1.10309422	0.877561986	1.02728796	1.282933235	1.351628542	1.337743163	1.355733991	1.347440124	1.732220411	1.772440434	1.781449795
"Macao SAR, China"	MAC	Rule of Law: Estimate	0.712016881	1.261433959	1.38844347	0.729685664	0.443406969	0.319838554	0.464914739	0.712111592	0.723239839	0.692882895	0.652692735	0.643677235	0.951919615	0.923683226	0.827039063
"Macedonia, FYR"	MKD	Political Stability and Absence of Violence/Terrorism: Estimate	-1.037647963	-0.988463879	-0.852691352	-1.158371925	-0.73793745	-0.425797373	-0.296046674	-0.299243689	-0.518517077	-0.617963791	-0.492649525	-0.416076392	0.256382942	-0.287016064	-0.382267684
"Macedonia, FYR"	MKD	Control of Corruption: Estimate	-0.800336599	-0.635865152	-0.500428855	-0.448849201	-0.36724925	-0.359062135	-0.191658124	-0.131822348	-0.080910765	-0.090926662	-0.040916126	-0.045406707	-0.022042822	-0.256072164	-0.30718869
"Macedonia, FYR"	MKD	Government Effectiveness: Estimate	-0.518777847	-0.368606955	-0.182697937	-0.328652352	-0.114726387	-0.211714402	-0.018986769	-0.051188748	-0.089965388	-0.107688405	-0.070141509	-0.052818637	0.131663471	0.118493073	0.094409391
"Macedonia, FYR"	MKD	Regulatory Quality: Estimate	-0.188265875	-0.183767602	-0.046069305	-0.234496996	-0.047972381	0.108783476	0.222224444	0.286594808	0.320965379	0.319800913	0.352273494	0.330021769	0.482773513	0.431717932	0.440831453
"Macedonia, FYR"	MKD	Rule of Law: Estimate	-0.553118527	-0.486816108	-0.235237822	-0.31782496	-0.532436609	-0.426980704	-0.347148299	-0.257046133	-0.264311492	-0.236664414	-0.220716566	-0.19962278	-0.052508973	-0.188808754	-0.312175274
Madagascar	MDG	Political Stability and Absence of Violence/Terrorism: Estimate	-0.230007097	0.621699691	0.244327947	-0.021505281	0.183486104	0.089657471	-0.470053136	-0.732852578	-0.978338838	-0.705585897	-0.536136985	-0.65999341	-0.557235837	-0.427362889	-0.397052109
Madagascar	MDG	Control of Corruption: Estimate	-0.184750021	-0.196303472	-0.280111581	-0.073284127	-0.185823798	-0.190226272	-0.266191512	-0.339067012	-0.428686351	-0.479339272	-0.665139675	-0.753961802	-0.840408504	-0.848951161	-0.903342247
Madagascar	MDG	Government Effectiveness: Estimate	-0.390823752	-0.411123335	-0.494646549	-0.353585511	-0.598682761	-0.46446842	-0.649809778	-0.802302122	-0.959636509	-1.032420993	-1.089096308	-1.131114483	-1.299321651	-1.29816854	-1.166461468
Madagascar	MDG	Regulatory Quality: Estimate	-0.241089925	-0.250369549	-0.316783369	-0.218534201	-0.174275368	-0.210702002	-0.325070798	-0.524662375	-0.56623745	-0.528169692	-0.563299477	-0.648601413	-0.692174137	-0.765178919	-0.689779401
Madagascar	MDG	Rule of Law: Estimate	-0.300429523	-0.2347738	-0.24595955	-0.352531463	-0.445805848	-0.383607447	-0.449675649	-0.733841002	-0.874632835	-0.888016224	-0.906124115	-0.912827671	-0.740127504	-0.686933994	-0.735542536
Malawi	MWI	Political Stability and Absence of Violence/Terrorism: Estimate	0.003256926	0.040978003	0.123354875	0.104501933	0.119262151	0.082475796	-0.06218075	0.053240187	0.043895766	-0.072912723	-0.002686169	-0.205809802	0.081093207	0.031896148	-0.059166025
Malawi	MWI	Control of Corruption: Estimate	-0.958180964	-0.731258273	-0.768120825	-0.70994997	-0.549397111	-0.514421046	-0.445655882	-0.40461725	-0.487176806	-0.416938215	-0.471616298	-0.607395649	-0.751134217	-0.762178659	-0.752990246
Malawi	MWI	Government Effectiveness: Estimate	-0.707496345	-0.686825275	-0.76617831	-0.811675847	-0.859649718	-0.536915421	-0.545628965	-0.474432647	-0.410680771	-0.425391942	-0.478605866	-0.479915291	-0.628111243	-0.673160613	-0.734152973
Malawi	MWI	Regulatory Quality: Estimate	-0.490427822	-0.449020654	-0.535315573	-0.47053647	-0.505955517	-0.445990711	-0.483630955	-0.44883886	-0.574821413	-0.700428665	-0.703060508	-0.685081661	-0.800029933	-0.818081498	-0.844843209
Malawi	MWI	Rule of Law: Estimate	-0.418858647	-0.212491691	-0.122751787	-0.105063148	-0.215859711	-0.155554846	-0.110434845	-0.110253327	-0.125569835	-0.1550522	-0.218719244	-0.162278533	-0.286365271	-0.306816041	-0.371317267
Malaysia	MYS	Political Stability and Absence of Violence/Terrorism: Estimate	0.540112317	0.486050218	0.347444683	0.564770043	0.287723362	0.19377324	0.108325094	-0.042381134	0.143352136	0.077409767	-0.005212402	0.051791593	0.266619146	0.258957565	0.100645073
Malaysia	MYS	Control of Corruption: Estimate	0.274999052	0.343968958	0.337763458	0.195066154	0.234054387	0.192050844	-0.047308955	-0.056477197	0.089267343	0.029487511	0.237634197	0.350176066	0.41115877	0.235073954	0.111187063
Malaysia	MYS	Government Effectiveness: Estimate	1.021575928	1.162355661	1.08776176	1.09282279	1.267115116	1.238987446	1.108519197	0.983705997	1.120517969	1.021163225	0.919864178	0.999806523	1.115127206	0.949163854	0.881595492
Malaysia	MYS	Regulatory Quality: Estimate	0.555412412	0.625448465	0.472233862	0.641684353	0.550971806	0.506118953	0.316368818	0.303689092	0.588942647	0.582068741	0.570483685	0.636702955	0.837720931	0.752673328	0.711715162
Malaysia	MYS	Rule of Law: Estimate	0.450834662	0.523909926	0.517963052	0.497089714	0.467347324	0.437705338	0.344933063	0.455968112	0.478164613	0.478686482	0.46503225	0.435761154	0.588295519	0.501932204	0.535256743
Maldives	MDV	Political Stability and Absence of Violence/Terrorism: Estimate	1.075046897	1.03205359	0.502297878	0.81151551	0.758023858	0.083124295	-0.164179891	-0.231113032	-0.166243851	-0.242630184	-0.365171462	0.125037372	0.679096162	0.420671523	0.407542527
Maldives	MDV	Control of Corruption: Estimate	-0.184987828	-0.053087685	-0.352456689	-0.440761149	-0.599771917	-0.856624663	-0.818125129	-0.666999638	-0.547903776	-0.554829001	-0.702797234	-0.747776449	-0.376612514	-0.479377955	-0.674275994
Maldives	MDV	Government Effectiveness: Estimate	0.401601434	0.106853969	-0.006442467	0.202201158	0.129175186	0.075039901	-0.22930856	-0.440251678	-0.207130998	-0.305917919	-0.215160638	-0.322261244	-0.361664385	-0.375792742	-0.32683
Maldives	MDV	Regulatory Quality: Estimate	0.803956211	0.67255193	-0.059746355	0.506599069	0.396032512	0.072974309	-0.3537485	-0.369402856	-0.363285571	-0.368263751	-0.37972185	-0.431079805	-0.344271451	-0.41495055	-0.458117962
Maldives	MDV	Rule of Law: Estimate	-0.142584935	-0.015174234	-0.079629429	0.04098738	-0.066600159	-0.164223492	-0.184744909	-0.189711541	-0.337033957	-0.55402422	-0.541809142	-0.74661535	-0.530172229	-0.576264203	-0.407949388
Mali	MLI	Political Stability and Absence of Violence/Terrorism: Estimate	0.410803497	0.258125752	0.453274637	0.175682545	0.413544327	0.230947837	0.210366488	-0.075570926	-0.182899222	-0.708379745	-2.034328699	-1.722162127	-1.713988781	-1.685663939	-1.547509432
Mali	MLI	Control of Corruption: Estimate	-0.684979796	-0.673848093	-0.591962039	-0.497532129	-0.481884509	-0.42532602	-0.529069066	-0.673907638	-0.677903056	-0.638599634	-0.825376272	-0.786114454	-0.745391548	-0.68613261	-0.667385697
Mali	MLI	Government Effectiveness: Estimate	-0.556804895	-0.570018113	-0.657135427	-0.705910087	-0.738659382	-0.751085579	-0.773702204	-0.801333725	-0.864336312	-0.8222965	-0.996795297	-0.902868629	-1.099087954	-0.932024181	-0.990040958
Mali	MLI	Regulatory Quality: Estimate	-0.429817021	-0.488136709	-0.479228169	-0.553429723	-0.455599338	-0.358832031	-0.40548569	-0.408694267	-0.493196279	-0.39829123	-0.41080001	-0.496063709	-0.602356791	-0.577986956	-0.590899646
Mali	MLI	Rule of Law: Estimate	-0.232932687	0.000189372	-0.186632425	-0.156802982	-0.290162176	-0.183009923	-0.320929229	-0.365217537	-0.44992274	-0.501062691	-0.671191096	-0.749119461	-0.644296169	-0.734754443	-0.779735863
Malta	MLT	Political Stability and Absence of Violence/Terrorism: Estimate	1.599425793	1.54828465	1.318087578	1.380161762	1.23047781	1.268683791	1.272664905	1.248981118	1.253456235	1.06393671	1.065075159	1.042757869	1.125496984	1.063938618	1.078026056
Malta	MLT	Control of Corruption: Estimate	0.803149819	0.95456326	0.848168194	0.824055374	1.010356903	1.023427129	0.997960448	0.772958219	0.790017307	0.766042888	0.94321835	0.983500004	0.851744354	0.900366247	0.717921913
Malta	MLT	Government Effectiveness: Estimate	1.102383614	0.937748015	0.798396647	0.822761059	1.025021791	1.206339955	1.279612303	1.173995137	1.192727447	1.195340633	1.247961402	1.257873297	1.028361678	0.85062629	0.947682858
Malta	MLT	Regulatory Quality: Estimate	1.102868438	1.1814394	1.134123445	1.062275052	1.1154176	1.144282579	1.201845527	1.366898775	1.430892229	1.339909077	1.327935815	1.298450828	1.083088994	1.168855309	1.156930685
Malta	MLT	Rule of Law: Estimate	1.505313873	1.576137185	1.330264091	1.426871419	1.568243623	1.629644036	1.624920011	1.480706453	1.416975498	1.286828995	1.344981909	1.333084106	1.193639755	1.135597706	1.075172901
Marshall Islands	MHL	Political Stability and Absence of Violence/Terrorism: Estimate	..	1.166212082	1.12773025	1.067156076	1.036490917	1.084265351	1.007469773	1.383552551	1.153065562	1.061803818	1.026400208	1.054114819	0.989585757	0.919473767	0.92738986
Marshall Islands	MHL	Control of Corruption: Estimate	-0.483739674	-0.832969546	-0.572469354	-0.464616805	-0.554774523	-0.609831393	-0.566738784	-0.34469685	-0.334661514	-0.332054883	-0.263902456	-0.037892591	-0.107749835	-0.115129687	-0.059403136
Marshall Islands	MHL	Government Effectiveness: Estimate	-1.132705212	-1.043329716	-0.938714862	-1.03987062	-1.15660274	-1.288389564	-1.304648995	-1.398362279	-1.281249881	-1.461914539	-1.440415382	-1.565799832	-1.558408737	-1.601203799	-1.559820771
Marshall Islands	MHL	Regulatory Quality: Estimate	-0.488398105	-0.466114521	-0.853385985	-0.759715199	-0.93249625	-0.90607208	-0.67383188	-0.994175196	-0.982468486	-1.004596233	-1.047201276	-1.088058591	-0.949930787	-1.121720552	-0.976266861
Marshall Islands	MHL	Rule of Law: Estimate	0.192096531	0.072776191	-0.210003942	-0.071768671	0.031877209	-0.016319018	0.203876048	-0.285885602	-0.260284901	0.123007677	0.028479757	0.13315469	-0.222078681	-0.212627977	-0.096168272
Martinique	MTQ	Political Stability and Absence of Violence/Terrorism: Estimate	0.548116386	0.853129327	1.256973028	1.193962097	1.107798457	1.086767077	0.593781531	0.401667595	0.395871073	0.618969917	0.581581712	0.626667917	0.913897812	0.983049035	0.998822272
Martinique	MTQ	Control of Corruption: Estimate	0.880126476	0.888943553	0.902114928	0.796942115	0.782759428	0.791800439	0.806962311	0.839033186	0.820522785	0.798508227	0.787527919	0.785368562	1.225221634	1.218488932	1.230340838
Martinique	MTQ	Government Effectiveness: Estimate	0.884188294	0.892434359	0.856006444	0.761682153	0.769911587	0.742445588	0.76356101	0.761760235	0.749144018	0.741333902	0.747314274	0.752769649	0.696860015	0.747561872	0.797217607
Martinique	MTQ	Regulatory Quality: Estimate	0.980219662	0.95957166	0.820273101	0.86632514	0.856049955	0.877561986	0.894550323	0.905934095	0.893676102	0.881175399	0.845531166	0.846788108	1.237166405	1.283184528	1.238789558
Martinique	MTQ	Rule of Law: Estimate	1.237166286	0.99615401	0.980765879	0.857202649	0.82051301	0.839393795	0.855813384	0.863171935	0.853352845	0.836833298	0.8404392	0.848268986	0.018862573	-0.039248616	0.856716096
Mauritania	MRT	Political Stability and Absence of Violence/Terrorism: Estimate	0.380958349	0.059772704	-0.165007859	-0.230490953	0.238642186	-0.278341889	-0.642188609	-0.883717835	-1.076169848	-1.173678875	-1.133991718	-1.014761448	-0.589508355	-0.63780123	-0.735730767
Mauritania	MRT	Control of Corruption: Estimate	-0.025295904	-0.031115146	-0.526517034	-0.560220063	-0.742441535	-0.57871145	-0.787820578	-0.613362134	-0.715361416	-0.628130853	-0.782561779	-0.83363533	-0.927549541	-0.923295498	-0.801491797
Mauritania	MRT	Government Effectiveness: Estimate	0.003489393	0.046651959	-0.432076573	-0.292215496	-0.874749839	-0.906792641	-0.977206707	-0.894957066	-0.9706828	-0.949555337	-0.909612894	-0.998631775	-0.991504014	-1.026878119	-0.787193358
Mauritania	MRT	Regulatory Quality: Estimate	0.338652998	-0.046667427	-0.05779602	-0.372204006	-0.430267245	-0.458438307	-0.644522011	-0.684982657	-0.827969372	-0.781344295	-0.636883616	-0.654506028	-0.806669414	-0.869482636	-0.743026972
Mauritania	MRT	Rule of Law: Estimate	-0.523494899	-0.524478197	-0.7285797	-0.71111089	-0.784648895	-0.703096032	-1.141111732	-0.804682136	-0.889541566	-0.915251017	-0.917474985	-0.998454928	-0.860369444	-0.866077304	-0.777463198
Mauritius	MUS	Political Stability and Absence of Violence/Terrorism: Estimate	1.118453264	1.010154247	0.974734128	1.027774453	0.780406058	0.878801227	0.889809728	0.706366539	0.640258789	0.946499407	0.971312404	0.944801748	0.667965949	0.998615384	1.047534823
Mauritius	MUS	Control of Corruption: Estimate	0.458617806	0.300812364	0.254527777	0.315220207	0.348455429	0.438276529	0.515310287	0.539206922	0.559522331	0.536861181	0.30354175	0.292628407	0.351373821	0.300832063	0.318622589
Mauritius	MUS	Government Effectiveness: Estimate	0.406162947	0.717174232	0.627192438	0.608683467	0.687562108	0.747074664	0.773971915	0.776170969	0.865875542	0.873426139	0.981690347	0.881920636	1.04363656	1.049440861	0.958205819
Mauritius	MUS	Regulatory Quality: Estimate	0.581197143	0.606821477	0.424486727	0.477107495	0.565376639	0.522199929	0.79314357	0.860933661	0.889053285	0.83789593	0.990624845	0.939968944	1.127270341	1.091457844	1.029640198
Mauritius	MUS	Rule of Law: Estimate	1.054843426	1.077130437	1.000841856	1.029159904	0.881698489	0.909599006	0.996261537	0.943008125	0.858103693	0.901600897	0.974966705	0.950068414	0.912838042	0.854365528	0.802414954
Mexico	MEX	Political Stability and Absence of Violence/Terrorism: Estimate	-0.056014918	-0.116508655	-0.213860646	-0.447937936	-0.638032675	-0.72844547	-0.803766072	-0.685495853	-0.726463437	-0.667768598	-0.662454188	-0.714223802	-0.853918791	-0.798699081	-0.765679061
Mexico	MEX	Control of Corruption: Estimate	-0.180860177	-0.167081788	-0.303954482	-0.271010846	-0.26116991	-0.272644699	-0.244697183	-0.301022351	-0.361549228	-0.402119815	-0.411823899	-0.512010515	-0.761708796	-0.765919805	-0.766181827
Mexico	MEX	Government Effectiveness: Estimate	0.270509601	0.206553772	0.122850768	0.068156756	0.09141323	0.168774441	0.187392384	0.175232351	0.162429854	0.307877719	0.342616528	0.345396012	0.19623448	0.209704727	0.14478676
Mexico	MEX	Regulatory Quality: Estimate	0.453280926	0.36371395	0.426815629	0.194425449	0.378229141	0.387879431	0.338241428	0.22484149	0.252709299	0.27992475	0.477123797	0.468943089	0.425959051	0.357725561	0.287015408
Mexico	MEX	Rule of Law: Estimate	-0.309769392	-0.332209945	-0.374085516	-0.346959531	-0.431498945	-0.494035304	-0.667874098	-0.559861004	-0.550830901	-0.549215794	-0.534087002	-0.544489741	-0.422825068	-0.44708994	-0.503426969
"Micronesia, Fed. Sts."	FSM	Political Stability and Absence of Violence/Terrorism: Estimate	..	0.626500607	1.003250718	1.132724047	1.130558014	1.149342418	1.167336583	1.28798914	1.209316969	1.101389408	1.150869846	1.102858543	0.984550714	1.035154104	1.049678683
"Micronesia, Fed. Sts."	FSM	Control of Corruption: Estimate	-0.315215588	-0.335261256	-0.043186709	-0.235934272	-0.25248915	-0.338530391	-0.31315589	-0.134980157	-0.149765193	-0.344562024	-0.148040369	-0.204565734	0.768475771	0.680440605	0.653046072
"Micronesia, Fed. Sts."	FSM	Government Effectiveness: Estimate	-0.771137178	-0.786579192	-0.603828311	-0.095632188	-0.300440341	-0.727532804	-0.725889981	-0.709225833	-0.802524447	-0.754988909	-0.643291771	-0.571090877	-0.497500807	-0.396936297	-0.349572778
"Micronesia, Fed. Sts."	FSM	Regulatory Quality: Estimate	-0.574071527	-0.437865824	0.034529559	0.289712191	0.194615915	-0.351038724	-0.552493036	-0.812512755	-0.875901461	-0.890871227	-0.949270725	-0.938380778	-1.033336759	-0.982749343	-0.966066122
"Micronesia, Fed. Sts."	FSM	Rule of Law: Estimate	0.018335493	-0.092540391	0.437779039	0.663498104	0.684762001	0.616916895	0.341098011	0.041140992	-0.101545855	-0.061299372	-0.015528588	0.065360323	-0.280935526	-0.295541435	-0.060470875
Moldova	MDA	Political Stability and Absence of Violence/Terrorism: Estimate	-0.162462309	-0.131737024	-0.220996439	-0.404873133	-0.371415973	-0.015208268	-0.270948768	-0.585581064	-0.381340742	-0.049293749	0.046490479	0.000808572	-0.158987761	-0.327440172	-0.276612103
Moldova	MDA	Control of Corruption: Estimate	-0.945199668	-0.847392797	-0.983229458	-0.668492496	-0.642134786	-0.659459949	-0.631422997	-0.699160635	-0.673109412	-0.620218456	-0.613747001	-0.754640102	-0.850617647	-0.911234438	-0.959396839
Moldova	MDA	Government Effectiveness: Estimate	-0.555944324	-0.665027916	-0.869987309	-0.74955976	-0.787277639	-0.820196986	-0.773072958	-0.558566391	-0.662610054	-0.618257999	-0.567913175	-0.409080684	-0.418404162	-0.654655099	-0.616518259
Moldova	MDA	Regulatory Quality: Estimate	-0.40197143	-0.449991077	-0.444058001	-0.458529651	-0.344620138	-0.277911991	-0.180345923	-0.127822191	-0.103798047	-0.084220544	-0.102717854	-0.073287435	0.019468876	-0.066293053	-0.115019888
Moldova	MDA	Rule of Law: Estimate	-0.600324571	-0.516664505	-0.333909243	-0.357787669	-0.519934177	-0.508490741	-0.425381392	-0.442273647	-0.363108873	-0.331361443	-0.324772626	-0.37213251	-0.247836754	-0.353444636	-0.53579855
Monaco	MCO	Political Stability and Absence of Violence/Terrorism: Estimate	..	1.166212082	1.110187769	1.028071165	1.005489945	1.035064936	1.026809812	0.97119087	0.964173734	1.042408824	1.048162341	1.056243896	1.023347855	0.991801858	1.000276804
Monaco	MCO	Control of Corruption: Estimate	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Monaco	MCO	Government Effectiveness: Estimate	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Monaco	MCO	Regulatory Quality: Estimate	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Monaco	MCO	Rule of Law: Estimate	0.858673155	0.862228394	0.840011775	0.786126852	0.994980335	0.890037417	0.910757303	0.950215816	0.888633847	0.946979046	0.93267709	0.935489237	..	..	..
Mongolia	MNG	Political Stability and Absence of Violence/Terrorism: Estimate	1.171598315	0.963757277	0.773671269	0.878287911	0.646917999	0.668420732	0.540898263	0.611256778	0.597042263	0.606538892	0.471134812	0.491320789	0.791901171	0.716384351	0.820218563
Mongolia	MNG	Control of Corruption: Estimate	-0.007152552	-0.20176208	-0.398020118	-0.610975862	-0.584639847	-0.614851832	-0.661201	-0.758659959	-0.735194206	-0.692097485	-0.535075068	-0.47922805	-0.473792255	-0.491614044	-0.499716312
Mongolia	MNG	Government Effectiveness: Estimate	-0.151051283	-0.228066802	-0.410342515	-0.376411617	-0.484107584	-0.538825154	-0.528083265	-0.667409182	-0.571974576	-0.585729241	-0.636151254	-0.548481762	-0.43550086	-0.418690056	-0.109448113
Mongolia	MNG	Regulatory Quality: Estimate	-0.059869647	-0.441247791	-0.391100198	-0.491947591	-0.325484425	-0.277650744	-0.337448716	-0.297965318	-0.240561262	-0.221912056	-0.206885248	-0.32358706	-0.271463782	-0.350510865	-0.076439962
Mongolia	MNG	Rule of Law: Estimate	0.179887637	0.213086218	0.027697403	-0.218720913	-0.319578499	-0.347443581	-0.345899582	-0.260774106	-0.360217661	-0.26704073	-0.37545976	-0.371379048	-0.344739795	-0.379790068	-0.223171458
Montenegro	MNE	Political Stability and Absence of Violence/Terrorism: Estimate	..	..	..	..	0.042552851	0.107555561	0.765100598	0.816264451	0.584210992	0.565341532	0.596563041	0.504595459	0.219455272	0.140797719	0.156316862
Montenegro	MNE	Control of Corruption: Estimate	-0.146982342	-0.40117991	-0.457487136	-0.348661274	-0.40189442	-0.330247968	-0.214513749	-0.196041316	-0.229357913	-0.198228329	-0.111505352	-0.251243651	-0.059193566	-0.131804168	-0.100332849
Montenegro	MNE	Government Effectiveness: Estimate	..	..	..	0.354482442	-0.12773858	-0.222313598	-0.034991089	-0.021930059	0.090153858	0.098415978	0.130459979	0.160067886	0.265190095	0.155747339	0.104373753
Montenegro	MNE	Regulatory Quality: Estimate	..	..	..	-0.128761932	-0.331497699	-0.17829442	-0.126968026	-0.04364907	-0.065708861	-0.05795151	0.021399602	0.065532573	0.126558572	0.226793215	0.224384621
Montenegro	MNE	Rule of Law: Estimate	0.293867916	-0.156781644	-0.208967537	-0.13120091	-0.270817995	-0.15415737	-0.075675674	0.070342734	0.013517714	0.017082615	0.019058798	0.045480549	0.081718199	0.051777143	-0.042391736
Morocco	MAR	Political Stability and Absence of Violence/Terrorism: Estimate	-0.264196336	-0.405340433	-0.312351018	-0.555952489	-0.461175293	-0.500054657	-0.570644796	-0.397728533	-0.383013308	-0.392256796	-0.470458776	-0.493017614	-0.446265608	-0.341487437	-0.285499394
Morocco	MAR	Control of Corruption: Estimate	-0.187591851	-0.260043949	-0.143283561	-0.307885438	-0.408488572	-0.344908357	-0.382435501	-0.325604618	-0.204909459	-0.400819302	-0.436757237	-0.371113569	-0.265681654	-0.220332846	-0.149775863
Morocco	MAR	Government Effectiveness: Estimate	-0.147583455	-0.137935609	-0.126079798	-0.279850513	-0.15564397	-0.170450673	-0.175601617	-0.140478432	-0.10416279	-0.151641965	-0.059165228	-0.035124548	-0.074534334	-0.061943848	-0.099957108
Morocco	MAR	Regulatory Quality: Estimate	-0.139191449	-0.265645474	-0.247350216	-0.410484165	-0.183421969	-0.216379166	-0.188039407	-0.060242839	-0.08080928	-0.117086217	-0.08318314	-0.116067015	-0.130391702	-0.170744777	-0.23496753
Morocco	MAR	Rule of Law: Estimate	-0.020313526	-0.075726017	-0.032550216	-0.164906323	-0.289712638	-0.298718512	-0.303349525	-0.210023805	-0.171845526	-0.227676734	-0.209178165	-0.24794969	-0.065144658	-0.088940836	-0.144751847
Mozambique	MOZ	Political Stability and Absence of Violence/Terrorism: Estimate	0.186405927	0.246201202	0.002371698	0.124558069	0.519500732	0.357609153	0.381511301	0.626185596	0.394421875	0.332048267	0.390493691	-0.22696647	-0.336002737	-0.513895094	-1.048772216
Mozambique	MOZ	Control of Corruption: Estimate	-0.510682762	-0.597181916	-0.60296905	-0.532481849	-0.617173553	-0.515408158	-0.492020696	-0.437340379	-0.446743071	-0.491076589	-0.568352997	-0.603516459	-0.672268331	-0.748843312	-0.865561306
Mozambique	MOZ	Government Effectiveness: Estimate	-0.37782824	-0.479862511	-0.541149676	-0.52441293	-0.624493182	-0.512809098	-0.511353195	-0.549707532	-0.582581103	-0.639411569	-0.630087018	-0.613269269	-0.722668052	-0.746266305	-0.852751672
Mozambique	MOZ	Regulatory Quality: Estimate	-0.313433617	-0.530540049	-0.485206068	-0.707782805	-0.561484218	-0.553575337	-0.45010072	-0.39364028	-0.397850901	-0.431858271	-0.448183805	-0.402692735	-0.405330509	-0.500393748	-0.704601526
Mozambique	MOZ	Rule of Law: Estimate	-0.639514387	-0.672806084	-0.67019695	-0.6165874	-0.6116575	-0.597822726	-0.606939018	-0.590644538	-0.471850604	-0.566871524	-0.586098909	-0.815588355	-0.810333848	-0.848796844	-1.018081427
Myanmar	MMR	Political Stability and Absence of Violence/Terrorism: Estimate	-1.414158821	-1.154663801	-0.986275554	-0.903265834	-0.852520823	-1.064485431	-1.092701435	-1.294215441	-1.285928011	-1.111098409	-0.943674982	-1.140372396	-1.087580681	-1.165066719	-0.633574188
Myanmar	MMR	Control of Corruption: Estimate	-1.316296101	-1.481886268	-1.646097302	-1.537206531	-1.657953024	-1.625107884	-1.616427541	-1.660424471	-1.67287612	-1.58677125	-1.063330889	-1.000095129	-0.882173955	-0.836168349	-0.646173954
Myanmar	MMR	Government Effectiveness: Estimate	-1.314759851	-1.244307756	-1.561634541	-1.526451349	-1.453448772	-1.480535626	-1.530751467	-1.614052892	-1.617900491	-1.596834779	-1.481390595	-1.497101545	-1.279349566	-1.238607645	-0.982821882
Myanmar	MMR	Regulatory Quality: Estimate	-2.05572319	-1.998693466	-2.344108582	-2.120715857	-2.190411329	-2.26761508	-2.213595152	-2.236680031	-2.244370461	-2.102422953	-1.83462441	-1.494474411	-1.380308151	-1.222467422	-0.868379533
Myanmar	MMR	Rule of Law: Estimate	-1.713962913	-1.700723171	-1.739790916	-1.731732011	-1.533384919	-1.547747135	-1.541818738	-1.531916261	-1.547706127	-1.438457608	-1.35473609	-1.233817577	-1.185658813	-1.236542463	-0.98635304
Namibia	NAM	Political Stability and Absence of Violence/Terrorism: Estimate	0.14529933	0.477720737	0.664465785	0.625277162	0.782986701	1.018451691	1.200234175	0.928174019	0.846940041	0.911657512	0.978104293	0.958809972	0.608740628	0.733112812	0.742925823
Namibia	NAM	Control of Corruption: Estimate	0.114065558	0.237493053	0.158624306	0.197508991	0.243003353	0.319512218	0.607508242	0.295011133	0.337495357	0.306328863	0.341032624	0.326490402	0.288529754	0.315799117	0.371125638
Namibia	NAM	Government Effectiveness: Estimate	0.141258374	0.227490798	0.063270278	0.021889955	0.088733613	0.082765393	0.182826206	0.115910485	0.066118672	0.054062434	0.138661847	0.187224776	0.113697007	0.253775209	0.171074152
Namibia	NAM	Regulatory Quality: Estimate	0.516031802	0.229474589	0.153438628	0.120104529	0.118150428	-0.032118279	0.169731542	0.108870968	0.085406028	0.045465231	0.075857528	0.085099824	-0.018652	-0.089779899	-0.135981813
