"COU","Country","CORP_TAX","Corporate income tax rate","YEA","Year","Value","Flag Codes","Flags"
"LUX","Luxembourg","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2009","2009",6.75,,
"LUX","Luxembourg","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2010","2010",6.75,,
"LUX","Luxembourg","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2011","2011",6.75,,
"LUX","Luxembourg","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2012","2012",6.75,,
"LUX","Luxembourg","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2013","2013",6.75,,
"LUX","Luxembourg","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2014","2014",6.75,,
"LUX","Luxembourg","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2015","2015",6.75,,
"LUX","Luxembourg","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2016","2016",6.75,,
"LUX","Luxembourg","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2017","2017",6.75,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",37.45,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",37.45,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",30.38,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",30.38,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",30.38,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",30.38,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",29.63,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",29.63,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",29.63,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",28.59,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",28.59,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",28.8,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",28.8,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",29.22,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",29.22,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",29.22,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",29.22,,
"LUX","Luxembourg","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",27.08,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2000","2000",35,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2001","2001",35,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2002","2002",35,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2003","2003",34,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2004","2004",33,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2005","2005",30,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2006","2006",29,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2007","2007",28,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2008","2008",28,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2009","2009",28,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2010","2010",30,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2011","2011",30,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2012","2012",30,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2013","2013",30,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2014","2014",30,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2015","2015",30,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2016","2016",30,,
"MEX","Mexico","CIT_RATE","Corporate income tax rate","2017","2017",30,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",35,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",35,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",35,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",34,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",33,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",30,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",29,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",28,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",28,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",28,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",30,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",30,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",30,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",30,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",30,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",30,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",30,,
"MEX","Mexico","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",35,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",35,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",35,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",34,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",33,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",29,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",28,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",28,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",28,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",30,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2000","2000",35,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2001","2001",35,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2002","2002",34.5,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2003","2003",34.5,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2004","2004",34.5,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2005","2005",31.5,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2006","2006",29.6,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2007","2007",25.5,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2008","2008",25.5,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2009","2009",25.5,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2010","2010",25.5,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2011","2011",25,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2012","2012",25,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2013","2013",25,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2014","2014",25,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2015","2015",25,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2016","2016",25,,
"NLD","Netherlands","CIT_RATE","Corporate income tax rate","2017","2017",25,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",35,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",35,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",34.5,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",34.5,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",34.5,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",31.5,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",29.6,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",25.5,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",25.5,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",25.5,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",25.5,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",25,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",25,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",25,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",25,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",25,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",25,,
"NLD","Netherlands","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",25,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",35,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",35,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",34.5,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",34.5,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",34.5,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",31.5,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",29.6,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",25.5,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",25.5,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",25.5,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",25.5,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",25,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",25,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",25,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",25,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",25,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",25,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",25,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2000","2000",33,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2001","2001",33,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2002","2002",33,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2003","2003",33,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2004","2004",33,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2005","2005",33,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2006","2006",33,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2007","2007",33,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2008","2008",30,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2009","2009",30,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2010","2010",30,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2011","2011",28,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2012","2012",28,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2013","2013",28,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2014","2014",28,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2015","2015",28,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2016","2016",28,,
"NZL","New Zealand","CIT_RATE","Corporate income tax rate","2017","2017",28,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",33,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",33,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",33,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",33,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",33,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",33,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",33,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",33,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",30,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",30,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",30,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",28,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",28,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",28,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",28,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",28,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",28,,
"NZL","New Zealand","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",28,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",33,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",33,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",33,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",33,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",33,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",33,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",33,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",33,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",30,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",30,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",30,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",28,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",28,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",28,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",28,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",28,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",28,,
"NZL","New Zealand","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2000","2000",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2001","2001",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2002","2002",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2003","2003",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2004","2004",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2005","2005",23.75,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2006","2006",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2007","2007",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2008","2008",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2009","2009",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2010","2010",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2011","2011",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2012","2012",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2013","2013",28,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2014","2014",27,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2015","2015",27,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2016","2016",25,,
"NOR","Norway","CIT_RATE","Corporate income tax rate","2017","2017",24,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",23.75,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",28,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",27,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",27,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",25,,
"NOR","Norway","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",24,,
"NOR","Norway","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2005","2005",4.25,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",27,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",27,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",25,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",24,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2000","2000",30,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2001","2001",28,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2002","2002",28,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2003","2003",27,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2004","2004",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2005","2005",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2006","2006",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2007","2007",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2008","2008",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2009","2009",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2010","2010",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2011","2011",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2012","2012",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2013","2013",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2014","2014",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2015","2015",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2016","2016",19,,
"POL","Poland","CIT_RATE","Corporate income tax rate","2017","2017",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",30,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",28,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",28,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",27,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",19,,
"POL","Poland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",30,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",28,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",28,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",27,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",19,,
